"","age_upon_outcome","animal_id","animal_type","breed","color","date_of_birth","datetime","monthyear","name","outcome_subtype","outcome_type","sex_upon_outcome","location_lat","location_long","age_upon_outcome_in_weeks"
"4062","4 years","A670612","Dog","Beagle","Brown/White",2011-09-04,2015-09-04 11:28:00,"2015-09-04T11:28:00","Sheila","","Return to Owner","Intact Female",30.3825870853865,-97.3712298114933,208.78253968254
"4063","2 years","A729908","Dog","Plott Hound Mix","Black Brindle",2014-06-25,2016-07-03 13:38:00,"2016-07-03T13:38:00","Reginald","","Adoption","Neutered Male",30.6132649274252,-97.3390243220159,105.652579365079
"4064","2 years","A762001","Dog","Catahoula Mix","Brown Merle/White",2015-11-13,2017-12-04 16:47:00,"2017-12-04T16:47:00","*Spruce","","Adoption","Neutered Male",30.4304078603343,-97.7251598312955,107.528472222222
"4065","2 years","A755464","Dog","Pit Bull Mix","Black/White",2015-08-03,2018-01-23 15:51:00,"2018-01-23T15:51:00","Penelope","","Rto-Adopt","Spayed Female",30.3550904231316,-97.6732192296253,129.237202380952
"4066","9 years","A687723","Dog","Dachshund Mix","Brown",2005-09-09,2014-09-09 16:00:00,"2014-09-09T16:00:00","Brownie","","Return to Owner","Spayed Female",30.2820602428652,-97.2564961433942,469.666666666667
"4067","2 months","A704169","Cat","Domestic Medium Hair Mix","Black/White",2015-04-28,2015-07-09 12:47:00,"2015-07-09T12:47:00","*Lisa","","Adoption","Spayed Female",30.4574369441783,-97.7149207970777,10.3618055555556
"4068","5 years","A624331","Cat","Domestic Shorthair Mix","Blue Tabby",2012-03-30,2017-09-17 16:38:00,"2017-09-17T16:38:00","Cuba","Foster","Adoption","Neutered Male",30.5575356586345,-97.5172919052364,285.384722222222
"4069","2 years","A718710","Dog","Miniature Schnauzer Mix","Black/White",2014-01-05,2016-01-09 12:31:00,"2016-01-09T12:31:00","Ziggy","Partner","Transfer","Intact Male",30.4604784706274,-97.5666254789247,104.931646825397
"4070","2 years","A679148","Dog","German Shepherd Mix","Brown",2012-05-17,2014-07-17 14:31:00,"2014-07-17T14:31:00","*Emmie Lou","Foster","Adoption","Spayed Female",30.3446096363861,-97.3161224013539,113.086408730159
"4071","6 months","A704772","Other","Dutch","Black/White",2014-12-08,2015-06-09 18:39:00,"2015-06-09T18:39:00","","Partner","Transfer","Intact Male",30.2918996341764,-97.544579643256,26.253869047619
"4072","2 weeks","A703690","Cat","Domestic Shorthair Mix","Brown Tabby",2015-05-12,2015-05-27 19:00:00,"2015-05-27T19:00:00","","Partner","Transfer","Unknown",30.5009236582799,-97.7126225770454,2.25595238095238
"4073","6 years","A666261","Dog","Pointer Mix","White/Black",2007-10-29,2013-11-08 16:45:00,"2013-11-08T16:45:00","*Emmit","Aggressive","Euthanasia","Neutered Male",30.5020589789448,-97.4346274586106,314.671130952381
"4074","2 years","A742869","Cat","Domestic Shorthair Mix","Orange Tabby",2015-01-29,2017-01-30 09:00:00,"2017-01-30T09:00:00","","SCRP","Transfer","Neutered Male",30.4601275231722,-97.6910088942356,104.625
"4075","9 months","A743442","Dog","Shih Tzu","White/Brown",2016-05-10,2017-02-14 12:32:00,"2017-02-14T12:32:00","Nugget","Partner","Transfer","Intact Male",30.4450982261707,-97.7264769465383,40.0746031746032
"4076","1 year","A741094","Cat","Domestic Shorthair Mix","Brown Tabby/White",2015-12-28,2017-01-22 14:25:00,"2017-01-22T14:25:00","Moe","","Adoption","Neutered Male",30.3986487271415,-97.7363869108125,55.9429563492063
"4077","10 months","A738939","Dog","Pit Bull Mix","Fawn/White",2016-01-23,2016-12-10 10:31:00,"2016-12-10T10:31:00","Jared","","Missing","Intact Male",30.6156490096878,-97.5557351113709,46.0625992063492
"4078","2 years","A695015","Dog","German Shepherd Mix","White",2013-01-07,2015-01-08 17:23:00,"2015-01-08T17:23:00","Bolt","","Return to Owner","Neutered Male",30.4676516507119,-97.3479882331772,104.532043650794
"4079","1 year","A673850","Other","Bat","Brown/Black",2013-03-03,2014-03-03 17:40:00,"2014-03-03T17:40:00","","Rabies Risk","Euthanasia","Unknown",30.3977623014392,-97.3986760247546,52.2480158730159
"4080","9 years","A696569","Dog","Bichon Frise","White",2006-02-08,2015-02-08 12:21:00,"2015-02-08T12:21:00","Snowy","","Return to Owner","Neutered Male",30.5281111602038,-97.5938455502864,469.64494047619
"4081","2 years","A762461","Dog","Great Dane Mix","Tan/Black",2015-11-20,2018-01-16 12:13:00,"2018-01-16T12:13:00","Grace","","Return to Owner","Intact Female",30.4948128481065,-97.5515655240361,112.644146825397
"4082","5 months","A725400","Cat","Domestic Shorthair Mix","Brown Tabby",2016-03-28,2016-09-08 14:49:00,"2016-09-08T14:49:00","","Foster","Adoption","Neutered Male",30.5107825265401,-97.5100743796893,23.5167658730159
"4083","1 month","A756997","Dog","Catahoula Mix","Tan",2017-07-13,2017-09-05 19:19:00,"2017-09-05T19:19:00","*Lucia","","Adoption","Spayed Female",30.3274391036241,-97.612142785877,7.82926587301587
"4084","4 weeks","A762951","Dog","Labrador Retriever Mix","Black/White",2017-11-03,2017-12-01 07:53:00,"2017-12-01T07:53:00","","Partner","Transfer","Intact Male",30.5076124663553,-97.4376183793359,4.0469246031746
"4085","1 year","A720616","Cat","Domestic Shorthair Mix","Black",2015-02-12,2016-02-13 13:44:00,"2016-02-13T13:44:00","Dr Cat","","Return to Owner","Neutered Male",30.4614890453382,-97.2578375541386,52.3674603174603
"4086","2 months","A705742","Cat","Domestic Shorthair Mix","Brown Tabby/White",2015-04-28,2015-07-18 17:43:00,"2015-07-18T17:43:00","*Rachel","Foster","Adoption","Spayed Female",30.6343952743413,-97.3627056489699,11.6768849206349
"4087","2 years","A673435","Cat","Domestic Shorthair Mix","Blue",2012-02-24,2014-02-26 15:13:00,"2014-02-26T15:13:00","","SCRP","Transfer","Intact Male",30.3601773452426,-97.7408750711191,104.804861111111
"4088","14 years","A693821","Cat","Domestic Shorthair Mix","Black",2000-12-15,2014-12-26 17:08:00,"2014-12-26T17:08:00","Fat King Lou","","Adoption","Neutered Male",30.474842829207,-97.4584336035517,732.101984126984
"4089","1 year","A665386","Dog","Chihuahua Shorthair/Rat Terrier","White/Black",2012-10-17,2013-10-22 15:06:00,"2013-10-22T15:06:00","","Partner","Transfer","Intact Female",30.6825661167782,-97.2443914204093,52.9470238095238
"4090","2 weeks","A757720","Cat","Domestic Shorthair Mix","Tortie",2017-08-21,2017-09-05 18:39:00,"2017-09-05T18:39:00","","Partner","Transfer","Intact Female",30.6762622707898,-97.3656789787365,2.25386904761905
"4091","1 month","A703598","Cat","Snowshoe Mix","Lynx Point",2015-04-27,2015-06-26 18:58:00,"2015-06-26T18:58:00","*Tigger","Foster","Adoption","Neutered Male",30.2830455520668,-97.30411297485,8.6843253968254
"4092","10 years","A673001","Dog","Beagle Mix","Tan/White",2004-02-19,2014-02-19 11:23:00,"2014-02-19T11:23:00","Lola","","Return to Owner","Spayed Female",30.3194810679404,-97.5827862366601,521.924900793651
"4093","1 weeks","A729764","Cat","Domestic Shorthair Mix","Tortie",2016-06-13,2016-06-23 17:24:00,"2016-06-23T17:24:00","","Partner","Transfer","Unknown",30.6508947108933,-97.2776772999345,1.53214285714286
"4094","7 years","A749928","Dog","German Shepherd Mix","Sable/White",2010-05-21,2017-08-08 07:52:00,"2017-08-08T07:52:00","Venus","Foster","Adoption","Spayed Female",30.3220464876029,-97.5258416513768,376.618253968254
"4095","2 months","A735880","Cat","Domestic Shorthair Mix","Brown Tabby",2016-07-15,2016-10-07 17:58:00,"2016-10-07T17:58:00","*Willy","","Adoption","Neutered Male",30.5396095029497,-97.5761064851261,12.1069444444444
"4096","3 months","A751209","Cat","Domestic Shorthair Mix","Brown Tabby",2017-03-05,2017-06-05 15:00:00,"2017-06-05T15:00:00","","Partner","Transfer","Intact Female",30.5226727528288,-97.7290195407563,13.2321428571429
"4097","1 year","A730343","Dog","Cardigan Welsh Corgi Mix","White",2015-07-02,2016-07-06 17:01:00,"2016-07-06T17:01:00","","","Adoption","Spayed Female",30.6396295920669,-97.3391506015789,52.9584325396825
"4098","7 years","A616559","Dog","Pit Bull Mix","White",2010-06-25,2018-01-28 15:32:00,"2018-01-28T15:32:00","Stella","Partner","Transfer","Spayed Female",30.3257150909237,-97.3282141033022,396.378174603175
"4099","3 months","A690865","Dog","Pit Bull Mix","Blue/White",2014-07-27,2014-10-31 17:13:00,"2014-10-31T17:13:00","","","Adoption","Spayed Female",30.7292737657509,-97.5900134771548,13.8167658730159
"4100","3 months","A753882","Cat","Domestic Shorthair Mix","Torbie",2017-04-26,2017-07-30 17:39:00,"2017-07-30T17:39:00","*Mynx","","Adoption","Spayed Female",30.3858446098419,-97.4339281281962,13.6764880952381
"4101","1 year","A705748","Cat","Domestic Shorthair Mix","Brown Tabby/White",2014-06-20,2015-06-21 09:00:00,"2015-06-21T09:00:00","","SCRP","Transfer","Intact Female",30.3028776884903,-97.2868601539796,52.3392857142857
"4102","8 years","A753375","Dog","Miniature Poodle Mix","White",2009-07-05,2017-07-10 18:31:00,"2017-07-10T18:31:00","Ziggy","","Adoption","Neutered Male",30.2796459722088,-97.4189638369251,418.253075396825
"4103","3 years","A744280","Dog","American Bulldog Mix","White/Brown",2014-02-26,2017-02-26 16:26:00,"2017-02-26T16:26:00","Maggie","","Return to Owner","Spayed Female",30.3996894407524,-97.6132236558746,156.669246031746
"4104","9 months","A762565","Cat","Domestic Shorthair Mix","Tortie",2017-04-21,2018-01-29 11:47:00,"2018-01-29T11:47:00","Meeka","Suffering","Euthanasia","Spayed Female",30.4565151202269,-97.5132478033572,40.4987103174603
"4105","1 year","A718861","Dog","Pit Bull Mix","White/Brown Brindle",2015-03-08,2016-03-25 13:21:00,"2016-03-25T13:21:00","Guinness","","Return to Owner","Neutered Male",30.4135415437573,-97.552697297998,54.79375
"4106","4 weeks","A675438","Other","Bat","Brown/Black",2014-02-27,2014-03-27 17:16:00,"2014-03-27T17:16:00","","Rabies Risk","Euthanasia","Unknown",30.6158820596822,-97.6668404346605,4.10277777777778
"4107","1 year","A734612","Dog","Pit Bull Mix","Black/White",2015-09-19,2016-10-27 18:29:00,"2016-10-27T18:29:00","Beans","","Return to Owner","Neutered Male",30.3899355173481,-97.3322482554291,57.8243055555556
"4108","8 months","A689178","Dog","Dachshund Mix","Tan/White",2014-01-30,2014-10-04 17:31:00,"2014-10-04T17:31:00","","","Adoption","Neutered Male",30.545837291813,-97.723809145238,35.3899801587302
"4109","6 years","A705238","Dog","Rottweiler Mix","Black/Brown",2009-06-15,2015-06-27 11:12:00,"2015-06-27T11:12:00","Hero","","Return to Owner","Neutered Male",30.6376585877056,-97.6149906972253,314.780952380952
"4110","2 weeks","A674648","Cat","Domestic Shorthair Mix","Black",2014-03-01,2014-03-16 16:05:00,"2014-03-16T16:05:00","","Partner","Transfer","Intact Male",30.3963294966675,-97.5216789541284,2.23859126984127
"4111","2 years","A719618","Dog","Siberian Husky Mix","Red",2014-07-24,2016-08-24 16:57:00,"2016-08-24T16:57:00","Alice","","Return to Owner","Spayed Female",30.7660473474623,-97.739899029911,108.958035714286
"4112","2 years","A717424","Dog","Pomeranian Mix","Buff",2013-12-07,2015-12-08 16:10:00,"2015-12-08T16:10:00","Jordan","Partner","Transfer","Spayed Female",30.5316711159327,-97.6586468480381,104.524801587302
"4113","4 months","A666458","Dog","Harrier","Brown/White",2013-06-21,2013-11-07 12:56:00,"2013-11-07T12:56:00","Roxie","Partner","Transfer","Spayed Female",30.7617240755546,-97.3678643009891,19.934126984127
"4114","13 years","A685572","Cat","Domestic Shorthair Mix","Black",2001-08-09,2014-08-09 13:33:00,"2014-08-09T13:33:00","Sissy","Suffering","Euthanasia","Unknown",30.3319763395311,-97.3689964578885,678.366369047619
"4115","2 years","A743933","Dog","Miniature Poodle Mix","White",2015-02-20,2017-02-20 15:58:00,"2017-02-20T15:58:00","Pumpkin","","Return to Owner","Intact Male",30.3086131968023,-97.2546860657251,104.523611111111
"4116","3 months","A705891","Cat","Domestic Shorthair","Brown Tabby/White",2015-03-22,2015-06-28 15:47:00,"2015-06-28T15:47:00","*Ranger","Partner","Transfer","Intact Male",30.4977385272509,-97.2926760518619,14.0939484126984
"4117","2 years","A666177","Dog","American Pit Bull Terrier Mix","Blue/White",2011-10-28,2013-11-03 15:10:00,"2013-11-03T15:10:00","","","Adoption","Neutered Male",30.6002353899516,-97.6880206626703,105.375992063492
"4118","3 years","A707028","Cat","Domestic Medium Hair Mix","Black/White",2012-07-07,2015-07-07 09:00:00,"2015-07-07T09:00:00","","SCRP","Transfer","Intact Female",30.6719760566819,-97.3064513806633,156.482142857143
"4119","1 year","A733382","Dog","Pit Bull Mix","Blue/White",2015-08-21,2016-09-20 16:13:00,"2016-09-20T16:13:00","Kane","","Adoption","Neutered Male",30.3715860514538,-97.5393266929959,56.6679563492063
"4120","4 days","A686279","Cat","Domestic Shorthair Mix","Black",2014-08-15,2014-08-19 17:27:00,"2014-08-19T17:27:00","","Partner","Transfer","Unknown",30.3674042923765,-97.2773385393254,0.675297619047619
"4121","5 years","A699629","Cat","British Shorthair Mix","Brown Tabby/Black",2010-03-31,2015-04-01 12:43:00,"2015-04-01T12:43:00","Fez","","Return to Owner","Neutered Male",30.4460006309159,-97.4356144019189,261.075694444444
"4122","2 months","A727488","Cat","Domestic Shorthair Mix","Torbie",2016-04-22,2016-07-09 19:39:00,"2016-07-09T19:39:00","","Foster","Adoption","Spayed Female",30.5691949719896,-97.7182714976836,11.2598214285714
"4123","2 years","A729914","Dog","Yorkshire Terrier Mix","Black",2014-06-25,2016-06-29 13:25:00,"2016-06-29T13:25:00","Chui","","Return to Owner","Neutered Male",30.5747685234193,-97.5681474982563,105.079861111111
"4124","4 weeks","A752787","Cat","Domestic Shorthair Mix","Blue Tabby",2017-06-05,2017-07-03 17:09:00,"2017-07-03T17:09:00","*Johnny","Suffering","Euthanasia","Intact Male",30.4385337699584,-97.3179464641419,4.10208333333333
"4125","5 months","A757061","Cat","Domestic Shorthair Mix","White/Gray",2017-03-29,2017-09-01 00:00:00,"2017-09-01T00:00:00","","Snr","Transfer","Intact Male",30.5587338482013,-97.7336298548693,22.2857142857143
"4126","9 years","A485674","Dog","Miniature Schnauzer","White",2005-09-09,2014-12-29 11:37:00,"2014-12-29T11:37:00","Ghost","","Adoption","Neutered Male",30.4164846148398,-97.3973472749971,485.497718253968
"4127","3 years","A665286","Dog","Chow Chow/German Shepherd","Gold/Brown",2013-04-15,2016-10-19 17:22:00,"2016-10-19T17:22:00","Rocky","","Adoption","Neutered Male",30.3228389028483,-97.7386972232347,183.389087301587
"4128","1 month","A741605","Dog","Siberian Husky Mix","Tan",2016-12-31,2017-02-28 12:26:00,"2017-02-28T12:26:00","Ulysses","Foster","Adoption","Intact Male",30.6109698923035,-97.4331729486259,8.50257936507936
"4129","5 months","A689037","Cat","Domestic Medium Hair Mix","Black/White",2014-04-13,2014-09-29 09:00:00,"2014-09-29T09:00:00","","SCRP","Transfer","Intact Male",30.7013117893657,-97.5871254837765,24.1964285714286
"4130","3 years","A760744","Cat","Persian Mix","Black/White",2014-10-23,2017-10-28 18:53:00,"2017-10-28T18:53:00","Ollie","","Adoption","Neutered Male",30.6546679671034,-97.2923071858133,157.398115079365
"4131","1 year","A734732","Other","Bat Mix","Brown",2015-09-11,2016-09-12 10:23:00,"2016-09-12T10:23:00","","Rabies Risk","Euthanasia","Unknown",30.538521975463,-97.4445240563215,52.490376984127
"4132","2 weeks","A680859","Bird","Duck","Yellow/Black",2014-05-25,2014-06-10 00:00:00,"2014-06-10T00:00:00","","Partner","Transfer","Unknown",30.5774941386376,-97.6052182270291,2.28571428571429
"4133","1 year","A741308","Cat","Domestic Shorthair Mix","Black/White",2015-12-30,2017-01-09 12:31:00,"2017-01-09T12:31:00","","Partner","Transfer","Neutered Male",30.4044236741811,-97.2753741473744,53.7887896825397
"4134","3 weeks","A708402","Cat","Siamese","Seal Point",2015-07-06,2015-07-28 11:29:00,"2015-07-28T11:29:00","","Partner","Transfer","Intact Male",30.5614604473691,-97.7095777974865,3.21121031746032
"4135","1 month","A711591","Cat","Domestic Shorthair Mix","Brown Tabby",2015-08-09,2015-09-21 15:55:00,"2015-09-21T15:55:00","*Royston","Partner","Transfer","Intact Male",30.6906376519508,-97.5401376810582,6.23759920634921
"4136","2 months","A710216","Dog","Great Pyrenees/Catahoula","White/Brown Merle",2015-06-19,2015-08-26 18:22:00,"2015-08-26T18:22:00","*Skittles","","Adoption","Spayed Female",30.4269798532929,-97.6721249128985,9.82361111111111
"4137","2 years","A756647","Dog","Chihuahua Shorthair Mix","Tan/White",2015-08-23,2017-09-02 16:18:00,"2017-09-02T16:18:00","Chico","","Adoption","Neutered Male",30.6223681072358,-97.4650762621989,105.954166666667
"4138","2 years","A757396","Dog","Chihuahua Longhair Mix","Black/Tan",2015-09-01,2017-09-05 22:45:00,"2017-09-05T22:45:00","","","Adoption","Spayed Female",30.7493131882367,-97.5590441306948,105.135416666667
"4139","1 year","A670463","Cat","Domestic Shorthair Mix","Brown Tabby",2013-01-08,2014-01-16 18:48:00,"2014-01-16T18:48:00","*Ricki","","Return to Owner","Neutered Male",30.4690665515293,-97.4107645444644,53.397619047619
"4140","9 years","A733982","Dog","Cairn Terrier/Chihuahua Shorthair","Buff",2007-08-30,2016-09-02 14:21:00,"2016-09-02T14:21:00","Lucy","Partner","Transfer","Intact Female",30.4912127435426,-97.4047926693803,470.228273809524
"4141","5 years","A719122","Other","Raccoon Mix","Gray/Black",2011-01-13,2016-01-17 18:02:00,"2016-01-17T18:02:00","","Suffering","Euthanasia","Intact Male",30.5028234123343,-97.6380931467759,261.535912698413
"4142","3 years","A681220","Dog","Whippet/Shetland Sheepdog","Tricolor",2011-06-13,2014-06-27 09:04:00,"2014-06-27T09:04:00","*Bitsie","Foster","Adoption","Spayed Female",30.3364014525956,-97.554385280068,158.625396825397
"4143","4 months","A710860","Cat","Domestic Medium Hair","Blue Tabby",2015-04-29,2015-08-30 09:00:00,"2015-08-30T09:00:00","","SCRP","Transfer","Intact Female",30.4972640625876,-97.2639617435392,17.625
"4144","4 years","A723521","Dog","Boxer Mix","Brown/Black",2011-11-02,2016-04-23 14:19:00,"2016-04-23T14:19:00","Ranger","","Return to Owner","Intact Male",30.3568536696136,-97.458244509344,233.51378968254
"4145","2 years","A715723","Dog","Chihuahua Shorthair Mix","Chocolate/White",2013-11-08,2015-11-19 15:20:00,"2015-11-19T15:20:00","*Coco","","Adoption","Spayed Female",30.6185885650881,-97.5099383545066,105.948412698413
"4146","2 years","A716756","Dog","Boston Terrier/Pug","Brown Brindle/White",2013-11-24,2015-12-06 11:11:00,"2015-12-06T11:11:00","Vomit","","Return to Owner","Neutered Male",30.6561631510679,-97.5659019995148,106.066567460317
"4147","2 years","A718835","Dog","Pit Bull Mix","Black/White",2014-01-08,2016-01-08 18:21:00,"2016-01-08T18:21:00","","","Return to Owner","Neutered Male",30.4985264400763,-97.6298298695965,104.39494047619
